# CB0 = 2.100000
# t /s, C /M, C /M, C /M
3025.695, 0.0005, 0.0001, 0.0001
3025.770, 0.0004, 0.0002, 0.0000
3025.845, 0.0004, 0.0002, -0.0001
3025.920, 0.0003, 0.0001, 0.0006
3025.995, 0.0006, 0.0004, -0.0000
3026.070, 0.0002, -0.0001, -0.0001
3026.145, 0.0001, 0.0008, 0.0002
3026.220, 0.0006, 0.0002, 0.0003
3026.295, 0.0001, 0.0002, 0.0001
3026.370, 0.0002, -0.0005, 0.0003
3026.445, 0.0005, 0.0006, 0.0008
3026.520, 0.0001, 0.0001, 0.0004
3026.595, 0.0000, 0.0003, 0.0002
3026.670, 0.0001, -0.0001, 0.0008
3026.745, 0.0000, -0.0001, -0.0001
3026.820, 0.0003, 0.0000, 0.0001
3026.895, -0.0002, 0.0004, 0.0006
3026.970, 0.0002, 0.0005, 0.0002
3027.045, -0.0000, 0.0003, -0.0001
3027.120, 0.0004, 0.0000, 0.0001
3027.195, -0.0001, 0.0003, 0.0001
3027.270, -0.0000, 0.0002, 0.0004
3027.345, 0.0000, 0.0002, 0.0003
3027.420, 0.0002, 0.0001, 0.0002
3027.495, 0.0003, 0.0003, 0.0000
3027.570, 0.0000, 0.0000, 0.0001
3027.645, 0.0004, 0.0003, 0.0001
3027.720, 0.0003, -0.0001, 0.0002
3027.795, 0.0000, 0.0003, 0.0003
3027.870, 0.0003, 0.0004, 0.0003
3027.945, 0.0004, -0.0000, 0.0001
3028.020, -0.0001, 0.0003, 0.0004
3028.095, 0.0003, 0.0002, 0.0004
3028.170, 0.0003, -0.0000, 0.0005
3028.245, 0.0004, 0.0003, 0.0002
3028.320, -0.0001, 0.0002, 0.0005
3028.395, 0.0003, 0.0003, 0.0002
3028.470, 0.0001, 0.0002, 0.0003
3028.545, 0.0001, 0.0000, 0.0003
3028.620, 0.0001, 0.0004, 0.0004
3028.695, 0.0004, 0.0002, 0.0005
3028.770, 0.0000, 0.0000, 0.0001
3028.845, 0.0003, 0.0003, 0.0005
3028.920, 0.0002, 0.0004, 0.0003
3028.995, 0.0002, 0.0001, -0.0001
3029.070, 0.0002, 0.0003, -0.0001
3029.145, -0.0001, -0.0000, 0.0003
3029.220, 0.0003, 0.0005, 0.0006
3029.295, 0.0001, 0.0001, 0.0005
3029.370, 0.0003, 0.0005, 0.0003
3029.445, 0.0006, 0.0004, 0.0005
3029.520, 0.0005, 0.0002, 0.0003
3029.595, -0.0001, 0.0002, 0.0002
3029.670, 0.0003, 0.0004, 0.0001
3029.745, 0.0004, 0.0005, 0.0003
3029.820, 0.0001, 0.0003, -0.0001
3029.895, 0.0003, 0.0001, 0.0005
3029.970, -0.0001, -0.0001, 0.0001
3030.045, 0.0002, 0.0001, -0.0001
3030.120, 0.0004, -0.0000, 0.0003
3030.195, -0.0001, 0.0004, 0.0005
3030.270, 0.0004, 0.0007, 0.0002
3030.345, 0.0004, 0.0005, 0.0005
3030.420, 0.0001, -0.0002, 0.0006
3030.495, 0.0003, 0.0006, 0.0004
3030.570, 0.0004, 0.0003, 0.0002
3030.645, 0.0001, 0.0006, 0.0004
3030.720, 0.0004, -0.0000, 0.0000
3030.795, 0.0004, 0.0002, 0.0000
3030.870, 0.0001, 0.0002, 0.0001
3030.945, 0.0001, -0.0002, 0.0003
3031.020, 0.0005, 0.0004, 0.0005
3031.095, -0.0001, 0.0003, 0.0002
3031.170, 0.0002, 0.0001, 0.0003
3031.245, 0.0005, -0.0003, 0.0001
3031.320, 0.0001, -0.0001, 0.0004
3031.395, 0.0002, 0.0005, -0.0000
3031.470, -0.0001, 0.0003, 0.0004
3031.545, 0.0003, 0.0007, 0.0002
3031.620, 0.0003, 0.0004, 0.0002
3031.695, 0.0003, 0.0005, 0.0004
3031.770, -0.0003, -0.0001, 0.0004
3031.845, 0.0002, -0.0001, 0.0003
3031.920, 0.0003, 0.0004, 0.0004
3031.995, 0.0003, 0.0000, 0.0006
3032.070, 0.0003, 0.0003, -0.0002
3032.145, 0.0005, 0.0006, 0.0002
3032.220, 0.0003, 0.0001, -0.0001
3032.295, 0.0001, 0.0004, 0.0005
3032.370, 0.0005, 0.0002, 0.0004
3032.445, 0.0003, 0.0001, 0.0003
3032.520, -0.0001, 0.0002, 0.0000
3032.595, 0.0001, 0.0002, 0.0005
3032.670, 0.0004, 0.0001, 0.0004
3032.745, 0.0003, 0.0002, 0.0005
3032.820, -0.0000, 0.0003, 0.0002
3032.895, 0.0004, -0.0000, 0.0005
3032.970, 0.0004, 0.0001, 0.0001
3033.045, 0.0004, 0.0006, 0.0008
3033.120, 0.0003, 0.0001, 0.0005
3033.195, 0.0003, 0.0000, 0.0004
3033.270, 0.0001, 0.0001, 0.0007
3033.345, 0.0001, 0.0001, 0.0003
3033.420, 0.0002, 0.0003, 0.0001
3033.495, 0.0001, 0.0001, 0.0004
3033.570, -0.0001, 0.0001, 0.0003
3033.645, 0.0003, -0.0002, 0.0005
3033.720, 0.0001, 0.0003, 0.0005
3033.795, 0.0002, 0.0001, 0.0002
3033.870, 0.0001, 0.0004, 0.0004
3033.945, 0.0004, 0.0001, 0.0002
3034.020, 0.0006, 0.0002, 0.0003
3034.095, -0.0001, 0.0004, 0.0004
3034.170, 0.0001, -0.0002, 0.0003
3034.245, -0.0001, 0.0002, 0.0002
3034.320, 0.0003, 0.0003, 0.0001
3034.395, 0.0004, 0.0001, 0.0004
3034.470, 0.0005, -0.0002, 0.0007
3034.545, -0.0002, 0.0004, 0.0002
3034.620, 0.0002, 0.0006, 0.0005
3034.695, 0.0002, 0.0003, 0.0000
3034.770, 0.0000, 0.0004, -0.0001
3034.845, 0.0002, 0.0004, 0.0004
3034.921, 0.0005, 0.0003, 0.0004
3034.996, 0.0003, 0.0004, -0.0003
3035.071, 0.0000, 0.0001, 0.0001
3035.146, 0.0005, 0.0002, -0.0001
3035.221, 0.0005, 0.0005, 0.0005
3035.296, 0.0003, 0.0001, 0.0005
3035.371, 0.0008, -0.0002, 0.0001
3035.446, 0.0006, 0.0004, 0.0005
3035.521, 0.0002, 0.0002, 0.0003
3035.596, 0.0001, 0.0003, 0.0000
3035.671, 0.0007, 0.0001, 0.0003
3035.746, 0.0002, -0.0002, 0.0002
3035.821, 0.0002, 0.0003, 0.0003
3035.896, -0.0003, 0.0003, 0.0002
3035.971, 0.0003, 0.0003, 0.0002
3036.046, 0.0001, 0.0002, 0.0006
3036.121, 0.0002, 0.0001, 0.0006
3036.196, 0.0001, 0.0002, 0.0003
3036.271, 0.0007, 0.0000, 0.0000
3036.346, 0.0004, 0.0002, 0.0003
3036.421, -0.0000, 0.0004, 0.0002
3036.496, 0.0003, -0.0001, 0.0003
3036.571, 0.0005, 0.0003, 0.0002
3036.646, 0.0005, 0.0001, 0.0002
3036.721, 0.0001, -0.0002, 0.0005
3036.796, -0.0001, 0.0000, 0.0000
3036.871, -0.0002, 0.0004, 0.0005
3036.946, 0.0001, -0.0001, 0.0003
3037.021, 0.0002, 0.0004, 0.0001
3037.096, 0.0002, 0.0000, 0.0003
3037.171, 0.0004, 0.0003, 0.0005
3037.246, 0.0002, 0.0001, 0.0001
3037.321, 0.0000, 0.0003, 0.0002
3037.396, -0.0003, 0.0000, 0.0004
3037.471, 0.0003, 0.0002, 0.0002
3037.546, 0.0002, 0.0006, 0.0002
3037.621, 0.0002, 0.0001, 0.0004
3037.696, 0.0002, 0.0007, 0.0002
3037.771, 0.0003, 0.0005, 0.0003
3037.846, 0.0006, 0.0001, 0.0003
3037.921, 0.0003, 0.0003, -0.0003
3037.996, 0.0002, -0.0001, 0.0001
3038.071, 0.0006, 0.0004, 0.0003
3038.146, 0.0002, 0.0002, 0.0007
3038.221, -0.0001, 0.0005, 0.0004
3038.296, 0.0002, 0.0001, 0.0000
3038.371, 0.0001, 0.0004, 0.0002
3038.446, 0.0003, 0.0006, 0.0003
3038.521, 0.0002, 0.0002, -0.0003
3038.596, 0.0004, 0.0004, 0.0003
3038.671, 0.0001, -0.0001, 0.0003
3038.746, 0.0008, 0.0001, 0.0003
3038.821, 0.0000, 0.0002, 0.0001
3038.896, 0.0001, 0.0003, 0.0004
3038.971, 0.0003, 0.0000, 0.0003
3039.046, 0.0002, 0.0003, 0.0004
3039.121, 0.0002, 0.0003, 0.0003
3039.196, 0.0002, 0.0001, 0.0007
3039.271, 0.0007, -0.0001, 0.0000
3039.346, 0.0003, 0.0003, 0.0002
3039.421, 0.0001, 0.0001, 0.0004
3039.496, 0.0004, 0.0006, 0.0001
3039.571, 0.0005, 0.0002, 0.0003
3039.646, 0.0004, 0.0001, -0.0001
3039.721, 0.0002, 0.0002, 0.0000
3039.796, 0.0005, 0.0003, 0.0002
3039.871, 0.0001, 0.0000, 0.0004
3039.946, 0.0000, 0.0003, 0.0005
3040.021, 0.0004, 0.0003, 0.0002
3040.096, -0.0003, 0.0002, 0.0004
3040.171, 0.0001, 0.0002, 0.0000
3040.246, 0.0001, 0.0001, 0.0002
3040.321, 0.0001, 0.0001, 0.0004
3040.396, 0.0004, 0.0005, 0.0001
3040.471, 0.0004, 0.0006, 0.0003
3040.546, 0.0007, 0.0004, -0.0001
3040.621, 0.0001, 0.0003, 0.0005
3040.696, 0.0006, 0.0002, 0.0001
3040.771, 0.0008, 0.0001, 0.0003
3040.846, 0.0001, -0.0001, 0.0004
3040.921, 0.0002, 0.0001, 0.0005
3040.996, 0.0001, 0.0001, 0.0006
3041.071, -0.0001, 0.0005, 0.0004
3041.146, 0.0004, 0.0005, 0.0001
3041.221, 0.0000, 0.0002, 0.0003
3041.296, 0.0004, 0.0001, 0.0001
3041.371, 0.0003, -0.0001, 0.0001
3041.446, 0.0000, 0.0003, 0.0001
3041.521, 0.0005, 0.0004, 0.0001
3041.596, 0.0003, 0.0003, 0.0002
3041.671, 0.0005, 0.0002, -0.0000
3041.746, 0.0002, 0.0003, 0.0004
3041.821, 0.0005, 0.0002, 0.0003
3041.896, 0.0003, 0.0003, 0.0006
3041.971, 0.0003, 0.0000, -0.0002
3042.046, 0.0004, 0.0002, 0.0002
3042.121, 0.0004, 0.0004, 0.0000
3042.196, 0.0001, 0.0002, 0.0005
3042.271, 0.0003, 0.0003, -0.0000
3042.346, 0.0006, 0.0000, 0.0001
3042.421, 0.0001, 0.0004, 0.0004
3042.496, 0.0002, 0.0004, 0.0001
3042.571, 0.0000, 0.0005, 0.0002
3042.646, 0.0004, 0.0003, 0.0002
3042.721, 0.0002, -0.0001, 0.0002
3042.796, 0.0005, 0.0005, 0.0006
3042.871, 0.0002, 0.0005, -0.0001
3042.946, 0.0002, 0.0006, 0.0000
3043.021, 0.0002, 0.0003, 0.0003
3043.096, -0.0000, 0.0002, 0.0004
3043.171, 0.0003, 0.0005, 0.0002
3043.246, 0.0002, 0.0005, 0.0001
3043.321, 0.0005, 0.0004, 0.0003
3043.396, 0.0003, 0.0002, -0.0002
3043.471, 0.0001, 0.0003, 0.0005
3043.546, -0.0001, 0.0002, -0.0000
3043.621, 0.0003, 0.0001, 0.0003
3043.696, 0.0004, 0.0004, 0.0005
3043.771, 0.0001, 0.0003, 0.0003
3043.846, 0.0003, 0.0001, 0.0000
3043.921, 0.0002, 0.0004, 0.0001
3043.996, 0.0004, -0.0001, 0.0001
3044.071, 0.0004, 0.0003, 0.0001
3044.146, 0.0006, 0.0001, 0.0005
3044.221, 0.0005, 0.0001, 0.0005
3044.296, 0.0003, -0.0002, 0.0001
3044.371, 0.0004, 0.0003, 0.0001
3044.446, 0.0004, 0.0001, 0.0003
3044.521, -0.0001, 0.0006, 0.0005
3044.596, 0.0003, 0.0005, 0.0004
3044.671, 0.0004, 0.0005, 0.0003
3044.746, 0.0001, 0.0005, 0.0002
3044.821, 0.0004, 0.0003, 0.0001
3044.896, 0.0005, 0.0002, 0.0005
3044.971, 0.0004, 0.0002, 0.0000
3045.046, 0.0002, 0.0004, 0.0005
3045.121, 0.0003, 0.0003, 0.0001
3045.196, 0.0004, 0.0002, 0.0002
3045.271, -0.0000, 0.0004, 0.0003
3045.346, 0.0004, 0.0005, 0.0002
3045.421, 0.0006, 0.0004, 0.0003
3045.496, 0.0003, 0.0001, -0.0000
3045.571, 0.0002, 0.0003, 0.0001
3045.646, 0.0008, 0.0004, 0.0005
3045.721, 0.0003, 0.0003, 0.0002
3045.796, 0.0003, 0.0004, 0.0004
3045.871, 0.0005, 0.0004, 0.0005
3045.946, 0.0001, -0.0002, 0.0000
3046.021, 0.0003, 0.0001, 0.0005
3046.096, 0.0003, 0.0006, 0.0004
3046.171, 0.0005, -0.0002, 0.0002
3046.246, 0.0002, 0.0001, 0.0003
3046.321, -0.0002, 0.0002, -0.0001
3046.396, 0.0004, 0.0001, 0.0003
3046.471, 0.0003, 0.0001, -0.0000
3046.546, 0.0004, -0.0001, 0.0004
3046.621, 0.0005, 0.0007, -0.0000
3046.696, 0.0003, 0.0003, 0.0002
3046.771, 0.0000, 0.0003, 0.0004
3046.846, 0.0005, 0.0005, 0.0004
3046.921, 0.0001, -0.0000, -0.0001
3046.996, 0.0003, 0.0004, 0.0004
3047.071, 0.0001, 0.0001, -0.0001
3047.146, 0.0001, 0.0003, 0.0001
3047.221, -0.0001, 0.0000, 0.0002
3047.296, 0.0003, 0.0002, 0.0005
3047.371, 0.0000, -0.0003, 0.0002
3047.446, -0.0001, -0.0001, 0.0003
3047.521, 0.0006, 0.0002, 0.0004
3047.596, 0.0002, 0.0006, 0.0001
3047.671, -0.0001, 0.0002, 0.0002
3047.746, 0.0002, 0.0000, 0.0003
3047.821, 0.0004, 0.0005, 0.0004
3047.896, 0.0002, 0.0000, 0.0003
3047.971, 0.0001, -0.0000, 0.0003
3048.046, -0.0003, 0.0004, 0.0001
3048.121, 0.0001, 0.0002, 0.0002
3048.196, 0.0004, 0.0001, 0.0003
3048.271, 0.0001, 0.0000, 0.0003
3048.346, -0.0001, 0.0004, 0.0003
3048.421, -0.0002, 0.0001, 0.0002
3048.496, 0.0001, 0.0006, -0.0001
3048.571, 0.0005, 0.0003, 0.0003
3048.646, 0.0001, 0.0004, 0.0004
3048.721, 0.0003, 0.0007, 0.0004
3048.796, 0.0004, 0.0004, 0.0002
3048.871, 0.0001, -0.0001, 0.0000
3048.946, 0.0004, -0.0002, 0.0002
3049.021, 0.0002, 0.0002, 0.0000
3049.096, 0.0004, 0.0001, 0.0003
3049.171, 0.0003, 0.0006, 0.0001
3049.246, 0.0006, 0.0001, 0.0005
3049.321, 0.0005, 0.0003, 0.0001
3049.396, -0.0001, 0.0002, 0.0005
3049.471, 0.0003, 0.0001, 0.0004
3049.546, -0.0001, 0.0001, 0.0003
3049.621, 0.0005, 0.0002, 0.0004
3049.696, 0.0000, 0.0005, 0.0002
3049.771, 0.0003, 0.0001, 0.0002
3049.846, 0.0002, 0.0003, 0.0003
3049.921, -0.0001, 0.0001, 0.0006
3049.996, 0.0003, -0.0000, 0.0003
3050.071, 0.0004, -0.0001, -0.0000
3050.146, 0.0003, -0.0001, 0.0003
3050.221, 0.0001, 0.0002, 0.0002
3050.296, 0.0004, 0.0002, 0.0001
3050.371, 0.0003, -0.0002, 0.0004
3050.446, 0.0003, 0.0001, 0.0002
3050.521, -0.0003, 0.0003, 0.0001
3050.596, 0.0002, 0.0003, 0.0006
3050.671, 0.0003, 0.0006, 0.0005
3050.746, 0.0005, 0.0005, -0.0002
3050.821, 0.0002, 0.0006, 0.0003
3050.896, 0.0003, 0.0003, 0.0003
3050.971, -0.0001, -0.0001, 0.0002
3051.046, 0.0004, 0.0004, 0.0004
3051.121, -0.0001, 0.0001, 0.0005
3051.196, 0.0002, 0.0003, 0.0003
3051.271, -0.0001, 0.0005, 0.0004
3051.346, -0.0002, 0.0004, 0.0001
3051.421, 0.0006, -0.0001, 0.0001
3051.496, 0.0003, 0.0003, 0.0001
3051.571, 0.0002, 0.0001, 0.0003
3051.646, 0.0001, -0.0001, 0.0001
3051.721, 0.0001, 0.0008, 0.0004
3051.796, 0.0000, 0.0001, 0.0001
3051.871, 0.0000, 0.0002, 0.0001
3051.946, 0.0004, 0.0002, 0.0001
3052.021, 0.0003, 0.0001, 0.0005
3052.096, 0.0002, 0.0005, 0.0004
3052.171, 0.0006, 0.0002, 0.0001
3052.246, 0.0003, 0.0003, 0.0006
3052.321, 0.0003, 0.0002, 0.0006
3052.396, 0.0003, 0.0001, 0.0004
3052.471, 0.0006, 0.0003, 0.0004
3052.546, 0.0003, 0.0003, 0.0003
3052.621, 0.0002, 0.0004, 0.0005
3052.696, 0.0005, -0.0000, 0.0002
3052.771, 0.0008, 0.0004, 0.0001
3052.846, 0.0004, 0.0005, 0.0001
3052.921, 0.0000, 0.0000, 0.0003
3052.996, -0.0001, 0.0003, 0.0002
3053.071, 0.0000, 0.0003, 0.0004
3053.146, 0.0002, 0.0002, 0.0003
3053.221, 0.0001, 0.0003, 0.0000
3053.296, 0.0007, 0.0001, -0.0001
3053.371, 0.0003, 0.0004, 0.0001
3053.446, 0.0000, 0.0005, 0.0004
3053.521, 0.0006, -0.0000, 0.0000
3053.596, 0.0004, 0.0002, -0.0002
3053.671, 0.0002, 0.0005, 0.0001
3053.746, 0.0000, 0.0002, 0.0002
3053.821, -0.0001, -0.0001, 0.0004
3053.896, 0.0004, 0.0006, 0.0003
3053.971, 0.0005, 0.0004, 0.0005
3054.046, 0.0004, 0.0008, 0.0004
3054.121, 0.0005, 0.0005, 0.0002
3054.196, 0.0004, 0.0005, 0.0003
3054.271, 0.0006, 0.0003, 0.0006
3054.346, 0.0002, 0.0003, 0.0001
3054.421, 0.0003, 0.0004, 0.0003
3054.496, 0.0001, -0.0001, 0.0002
3054.571, 0.0005, 0.0001, 0.0002
3054.646, 0.0001, 0.0002, 0.0004
3054.721, -0.0002, 0.0001, 0.0003
3054.796, 0.0001, 0.0002, 0.0005
3054.871, 0.0003, 0.0001, 0.0001
3054.946, 0.0002, 0.0004, 0.0002
3055.021, -0.0000, 0.0002, 0.0002
3055.096, 0.0007, 0.0001, 0.0002
3055.171, 0.0006, 0.0004, 0.0000
3055.246, 0.0007, 0.0002, 0.0001
3055.321, 0.0003, 0.0002, 0.0007
3055.396, 0.0005, 0.0000, 0.0002
3055.471, -0.0001, 0.0002, 0.0001
3055.546, 0.0004, -0.0000, 0.0001
3055.621, 0.0002, 0.0002, -0.0001
3055.696, 0.0004, 0.0003, 0.0002
3055.771, 0.0002, 0.0004, -0.0001
3055.846, 0.0000, -0.0002, 0.0001
3055.921, 0.0001, 0.0003, 0.0001
3055.996, 0.0004, 0.0001, 0.0004
3056.071, 0.0000, 0.0003, 0.0005
3056.146, 0.0001, 0.0002, 0.0005
3056.221, 0.0002, -0.0002, -0.0003
3056.296, 0.0004, 0.0001, 0.0005
3056.371, 0.0006, 0.0001, 0.0001
3056.446, 0.0001, 0.0002, 0.0005
3056.521, 0.0001, 0.0002, 0.0004
3056.596, 0.0005, 0.0003, 0.0003
3056.671, 0.0002, -0.0001, 0.0003
3056.746, 0.0001, 0.0005, 0.0003
3056.821, 0.0003, 0.0007, 0.0002
3056.896, 0.0001, 0.0001, 0.0003
3056.971, 0.0001, 0.0004, 0.0000
3057.046, 0.0003, 0.0004, -0.0002
3057.121, 0.0001, 0.0004, 0.0002
3057.196, -0.0000, 0.0003, 0.0003
3057.271, 0.0003, 0.0001, 0.0001
3057.346, 0.0004, 0.0003, 0.0004
3057.421, 0.0003, 0.0006, 0.0004
3057.496, 0.0006, 0.0004, 0.0002
3057.571, 0.0002, 0.0002, 0.0002
3057.646, -0.0000, 0.0004, -0.0000
3057.721, 0.0003, 0.0001, 0.0002
3057.796, 0.0002, 0.0004, 0.0002
3057.871, -0.0001, 0.0002, 0.0001
3057.946, 0.0002, 0.0005, 0.0004
3058.021, 0.0002, -0.0001, 0.0003
3058.096, 0.0003, 0.0000, -0.0002
3058.171, 0.0004, -0.0001, 0.0001
3058.246, 0.0002, 0.0003, 0.0004
3058.321, 0.0003, 0.0003, 0.0003
3058.396, 0.0004, 0.0005, 0.0003
3058.471, 0.0002, -0.0001, 0.0003
3058.546, 0.0002, 0.0004, 0.0003
3058.621, 0.0003, 0.0004, 0.0001
3058.696, 0.0003, 0.0001, 0.0002
3058.771, 0.0001, 0.0004, 0.0005
3058.846, 0.0004, 0.0003, 0.0003
3058.921, -0.0000, 0.0002, 0.0001
3058.996, 0.0002, 0.0001, 0.0003
3059.071, 0.0000, -0.0003, 0.0002
3059.146, 0.0001, 0.0000, 0.0002
3059.221, 0.0005, 0.0002, 0.0002
3059.296, 0.0006, 0.0004, 0.0006
3059.371, 0.0004, 0.0002, 0.0005
3059.446, 0.0002, 0.0003, 0.0002
3059.521, 0.0003, 0.0000, 0.0005
3059.596, 0.0005, -0.0002, 0.0002
3059.671, 0.0001, -0.0001, 0.0005
3059.746, -0.0001, 0.0001, 0.0001
3059.821, 0.0004, -0.0001, 0.0004
3059.896, -0.0000, 0.0002, 0.0002
3059.971, 0.0004, 0.0004, 0.0001
3060.046, 0.0006, 0.0001, 0.0002
3060.121, 0.0003, 0.0000, 0.0007
3060.196, 0.0004, 0.0004, 0.0005
3060.271, 0.0002, 0.0002, 0.0003
3060.346, 0.0002, 0.0003, -0.0003
3060.421, 0.0004, 0.0004, 0.0001
3060.496, 0.0002, -0.0002, 0.0001
3060.571, 0.0005, 0.0001, 0.0004
3060.646, 0.0002, 0.0006, 0.0002
3060.721, 0.0003, 0.0004, -0.0000
3060.796, 0.0004, 0.0002, -0.0002
3060.871, -0.0001, 0.0005, 0.0002
3060.946, 0.0003, 0.0004, 0.0005
3061.021, 0.0005, 0.0003, 0.0002
3061.096, 0.0003, 0.0004, 0.0002
3061.171, 0.0002, 0.0001, 0.0000
3061.246, -0.0001, -0.0004, 0.0003
3061.321, 0.0001, 0.0006, 0.0005
3061.396, 0.0005, 0.0002, 0.0003
3061.471, 0.0002, 0.0004, 0.0005
3061.546, 0.0001, 0.0007, 0.0002
3061.621, 0.0004, 0.0004, 0.0002
3061.696, 0.0001, 0.0003, 0.0000
3061.771, 0.0006, 0.0003, 0.0002
3061.846, 0.0004, 0.0001, 0.0002
3061.921, 0.0004, 0.0006, 0.0000
3061.996, 0.0002, 0.0004, 0.0000
3062.071, 0.0006, 0.0005, 0.0003
3062.146, 0.0003, 0.0002, -0.0000
3062.221, -0.0001, 0.0001, 0.0002
3062.296, -0.0000, 0.0002, 0.0002
3062.371, 0.0004, 0.0003, 0.0002
3062.446, 0.0007, 0.0006, 0.0004
3062.521, 0.0002, 0.0001, 0.0002
3062.596, 0.0002, -0.0000, 0.0002
3062.671, 0.0005, 0.0004, 0.0004
3062.746, 0.0003, 0.0002, 0.0001
3062.821, 0.0002, 0.0002, 0.0002
3062.896, 0.0005, 0.0001, -0.0001
3062.971, 0.0001, 0.0003, -0.0002
3063.046, 0.0000, 0.0002, 0.0003
3063.121, 0.0004, -0.0002, 0.0002
3063.196, 0.0000, 0.0003, 0.0004
3063.271, 0.0001, 0.0001, 0.0001
3063.346, 0.0003, 0.0003, 0.0001
3063.421, -0.0000, 0.0004, -0.0000
3063.496, 0.0002, 0.0001, 0.0002
3063.571, 0.0003, -0.0002, 0.0001
3063.646, 0.0006, 0.0003, 0.0004
3063.721, 0.0002, 0.0002, 0.0000
3063.796, 0.0002, 0.0000, 0.0001
3063.871, 0.0004, 0.0003, 0.0004
3063.946, 0.0002, 0.0005, 0.0000
3064.021, 0.0002, 0.0002, 0.0003
3064.096, 0.0001, 0.0001, 0.0007
3064.171, 0.0002, 0.0001, 0.0002
3064.246, 0.0003, 0.0002, 0.0002
3064.321, 0.0004, 0.0006, 0.0003
3064.396, 0.0001, 0.0002, 0.0003
3064.471, -0.0000, 0.0003, -0.0001
3064.546, 0.0002, 0.0003, -0.0001
3064.621, 0.0006, -0.0002, 0.0003
3064.696, 0.0001, 0.0002, -0.0001
3064.771, 0.0000, 0.0003, 0.0002
3064.846, 0.0004, 0.0003, 0.0003
3064.921, 0.0004, 0.0006, -0.0000
3064.996, 0.0004, -0.0002, -0.0001
3065.071, 0.0000, 0.0004, 0.0000
3065.146, 0.0003, 0.0003, 0.0003
3065.221, 0.0001, 0.0000, -0.0002
3065.296, 0.0005, 0.0002, 0.0002
3065.371, 0.0003, -0.0002, 0.0001
3065.446, 0.0002, 0.0006, 0.0000
3065.521, 0.0004, 0.0004, 0.0003
3065.596, 0.0005, 0.0006, 0.0004
3065.671, -0.0000, 0.0001, 0.0002
3065.746, 0.0003, 0.0002, -0.0002
3065.821, 0.0003, 0.0003, 0.0004
3065.896, 0.0003, 0.0003, 0.0000
3065.971, 0.0002, 0.0002, 0.0004
3066.046, 0.0003, 0.0005, 0.0006
3066.121, 0.0006, 0.0005, 0.0001
3066.196, -0.0002, 0.0001, 0.0005
3066.271, 0.0005, 0.0004, 0.0002
3066.346, 0.0005, 0.0005, 0.0000
3066.421, -0.0002, -0.0002, 0.0002
3066.496, 0.0003, -0.0000, 0.0002
3066.571, -0.0001, 0.0004, 0.0001
3066.646, 0.0001, -0.0002, 0.0001
3066.721, 0.0005, 0.0003, 0.0003
3066.796, 0.0001, 0.0003, 0.0002
3066.871, 0.0004, 0.0001, 0.0000
3066.946, 0.0006, 0.0005, 0.0000
3067.021, 0.0005, 0.0002, 0.0007
3067.096, 0.0000, 0.0004, 0.0009
3067.171, 0.0002, 0.0003, 0.0004
3067.246, 0.0001, 0.0001, 0.0001
3067.321, 0.0001, 0.0005, 0.0001
3067.396, 0.0005, -0.0001, 0.0003
3067.471, -0.0000, 0.0002, 0.0002
3067.546, 0.0006, 0.0002, 0.0003
3067.621, 0.0002, 0.0001, 0.0005
3067.696, -0.0001, 0.0004, 0.0005
3067.771, 0.0003, 0.0003, 0.0002
3067.846, 0.0002, 0.0002, 0.0002
3067.921, 0.0000, 0.0002, 0.0007
3067.996, 0.0001, 0.0001, 0.0003
3068.071, 0.0001, -0.0000, 0.0003
3068.146, 0.0005, 0.0001, 0.0005
3068.221, 0.0004, 0.0001, -0.0001
3068.296, 0.0003, 0.0003, -0.0001
3068.371, 0.0005, 0.0002, 0.0003
3068.446, -0.0000, 0.0004, 0.0001
3068.521, 0.0002, 0.0002, 0.0001
3068.596, -0.0000, 0.0004, 0.0003
3068.671, -0.0001, 0.0005, 0.0004
3068.746, 0.0002, 0.0001, 0.0005
3068.821, 0.0006, 0.0002, 0.0005
3068.896, 0.0004, 0.0003, 0.0003
3068.971, 0.0001, 0.0003, -0.0001
3069.046, 0.0004, 0.0002, 0.0004
3069.121, 0.0003, 0.0003, 0.0002
3069.196, -0.0000, -0.0000, 0.0001
3069.271, 0.0004, 0.0002, 0.0001
3069.346, -0.0001, 0.0002, 0.0005
3069.421, -0.0001, 0.0004, 0.0003
3069.496, 0.0003, 0.0001, 0.0003
3069.571, 0.0003, 0.0005, 0.0002
3069.646, 0.0002, 0.0001, 0.0001
3069.721, 0.0004, 0.0002, 0.0007
3069.796, 0.0002, 0.0004, 0.0000
3069.871, 0.0003, 0.0004, 0.0003
3069.946, 0.0002, 0.0006, 0.0002
3070.021, 0.0001, 0.0001, 0.0003
3070.096, 0.0000, 0.0003, 0.0001
3070.171, 0.0004, 0.0002, 0.0005
3070.246, 0.0000, 0.0003, -0.0001
3070.321, -0.0003, 0.0001, 0.0002
3070.396, 0.0005, -0.0001, 0.0003
3070.471, 0.0002, 0.0002, 0.0006
3070.546, 0.0000, 0.0002, 0.0002
3070.621, 0.0001, 0.0002, 0.0000
3070.696, 0.0003, 0.0004, 0.0005
3070.771, 0.0003, 0.0001, 0.0005
3070.846, 0.0001, -0.0001, 0.0005
3070.921, -0.0000, 0.0001, 0.0002
3070.996, 0.0001, 0.0002, -0.0002
3071.071, 0.0004, 0.0007, 0.0004
3071.146, 0.0006, 0.0001, -0.0001
